"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000228049",0,NA,NA,NA,NA,NA
"ENSG00000228050",0,NA,NA,NA,NA,NA
"ENSG00000228051",0,NA,NA,NA,NA,NA
"ENSG00000228053",0,NA,NA,NA,NA,NA
"ENSG00000228054",0,NA,NA,NA,NA,NA
"ENSG00000228055",0,NA,NA,NA,NA,NA
"ENSG00000228056",0,NA,NA,NA,NA,NA
"ENSG00000228057",0,NA,NA,NA,NA,NA
"ENSG00000228058",0,NA,NA,NA,NA,NA
"ENSG00000228060",0,NA,NA,NA,NA,NA
"ENSG00000228061",0,NA,NA,NA,NA,NA
"ENSG00000228063",0,NA,NA,NA,NA,NA
"ENSG00000228064",0,NA,NA,NA,NA,NA
"ENSG00000228065",0,NA,NA,NA,NA,NA
"ENSG00000228067",0,NA,NA,NA,NA,NA
"ENSG00000228069",0,NA,NA,NA,NA,NA
"ENSG00000228071",0,NA,NA,NA,NA,NA
"ENSG00000228072",0,NA,NA,NA,NA,NA
"ENSG00000228073",0,NA,NA,NA,NA,NA
"ENSG00000228074",0,NA,NA,NA,NA,NA
"ENSG00000228075",0,NA,NA,NA,NA,NA
"ENSG00000228076",0,NA,NA,NA,NA,NA
"ENSG00000228078",0,NA,NA,NA,NA,NA
"ENSG00000228079",0,NA,NA,NA,NA,NA
"ENSG00000228080",0,NA,NA,NA,NA,NA
"ENSG00000228081",0,NA,NA,NA,NA,NA
"ENSG00000228082",0.104212943442299,0.820060305629737,3.08457506014951,0.265858437430921,0.79034823555573,NA
"ENSG00000228083",0,NA,NA,NA,NA,NA
"ENSG00000228084",0,NA,NA,NA,NA,NA
"ENSG00000228085",0,NA,NA,NA,NA,NA
"ENSG00000228086",0,NA,NA,NA,NA,NA
"ENSG00000228089",0,NA,NA,NA,NA,NA
"ENSG00000228090",0,NA,NA,NA,NA,NA
"ENSG00000228092",0,NA,NA,NA,NA,NA
"ENSG00000228095",0,NA,NA,NA,NA,NA
"ENSG00000228097",0,NA,NA,NA,NA,NA
"ENSG00000228098",0,NA,NA,NA,NA,NA
"ENSG00000228099",0,NA,NA,NA,NA,NA
"ENSG00000228100",0,NA,NA,NA,NA,NA
"ENSG00000228102",0,NA,NA,NA,NA,NA
"ENSG00000228104",0,NA,NA,NA,NA,NA
"ENSG00000228105",0,NA,NA,NA,NA,NA
"ENSG00000228106",0,NA,NA,NA,NA,NA
"ENSG00000228107",0,NA,NA,NA,NA,NA
"ENSG00000228108",0,NA,NA,NA,NA,NA
"ENSG00000228109",0,NA,NA,NA,NA,NA
"ENSG00000228110",0,NA,NA,NA,NA,NA
"ENSG00000228111",0,NA,NA,NA,NA,NA
"ENSG00000228112",0,NA,NA,NA,NA,NA
"ENSG00000228113",0,NA,NA,NA,NA,NA
"ENSG00000228115",0,NA,NA,NA,NA,NA
"ENSG00000228116",0,NA,NA,NA,NA,NA
"ENSG00000228118",0,NA,NA,NA,NA,NA
"ENSG00000228120",0,NA,NA,NA,NA,NA
"ENSG00000228121",0,NA,NA,NA,NA,NA
"ENSG00000228122",0,NA,NA,NA,NA,NA
"ENSG00000228123",0,NA,NA,NA,NA,NA
"ENSG00000228124",0,NA,NA,NA,NA,NA
"ENSG00000228125",0,NA,NA,NA,NA,NA
"ENSG00000228126",0,NA,NA,NA,NA,NA
"ENSG00000228127",0,NA,NA,NA,NA,NA
"ENSG00000228128",0,NA,NA,NA,NA,NA
"ENSG00000228130",0,NA,NA,NA,NA,NA
"ENSG00000228131",0,NA,NA,NA,NA,NA
"ENSG00000228132",0,NA,NA,NA,NA,NA
"ENSG00000228133",0,NA,NA,NA,NA,NA
"ENSG00000228134",0,NA,NA,NA,NA,NA
"ENSG00000228135",0,NA,NA,NA,NA,NA
"ENSG00000228136",0,NA,NA,NA,NA,NA
"ENSG00000228137",0,NA,NA,NA,NA,NA
"ENSG00000228139",0,NA,NA,NA,NA,NA
"ENSG00000228140",0,NA,NA,NA,NA,NA
"ENSG00000228141",0,NA,NA,NA,NA,NA
"ENSG00000228142",0,NA,NA,NA,NA,NA
"ENSG00000228143",0,NA,NA,NA,NA,NA
"ENSG00000228144",0,NA,NA,NA,NA,NA
"ENSG00000228146",0,NA,NA,NA,NA,NA
"ENSG00000228147",0,NA,NA,NA,NA,NA
"ENSG00000228149",0,NA,NA,NA,NA,NA
"ENSG00000228150",0,NA,NA,NA,NA,NA
"ENSG00000228151",0,NA,NA,NA,NA,NA
"ENSG00000228153",0,NA,NA,NA,NA,NA
"ENSG00000228154",0,NA,NA,NA,NA,NA
"ENSG00000228155",0,NA,NA,NA,NA,NA
"ENSG00000228156",0,NA,NA,NA,NA,NA
"ENSG00000228157",0,NA,NA,NA,NA,NA
"ENSG00000228158",0,NA,NA,NA,NA,NA
"ENSG00000228159",0,NA,NA,NA,NA,NA
"ENSG00000228160",0,NA,NA,NA,NA,NA
"ENSG00000228161",0,NA,NA,NA,NA,NA
"ENSG00000228162",0,NA,NA,NA,NA,NA
"ENSG00000228163",0,NA,NA,NA,NA,NA
"ENSG00000228164",0,NA,NA,NA,NA,NA
"ENSG00000228165",0,NA,NA,NA,NA,NA
"ENSG00000228166",0,NA,NA,NA,NA,NA
"ENSG00000228167",0,NA,NA,NA,NA,NA
"ENSG00000228168",0,NA,NA,NA,NA,NA
"ENSG00000228169",0,NA,NA,NA,NA,NA
"ENSG00000228170",0,NA,NA,NA,NA,NA
"ENSG00000228171",0,NA,NA,NA,NA,NA
"ENSG00000228172",0,NA,NA,NA,NA,NA
"ENSG00000228173",0,NA,NA,NA,NA,NA
"ENSG00000228174",0,NA,NA,NA,NA,NA
"ENSG00000228175",0,NA,NA,NA,NA,NA
"ENSG00000228176",0,NA,NA,NA,NA,NA
"ENSG00000228177",0,NA,NA,NA,NA,NA
"ENSG00000228179",0,NA,NA,NA,NA,NA
"ENSG00000228181",0,NA,NA,NA,NA,NA
"ENSG00000228182",0,NA,NA,NA,NA,NA
"ENSG00000228184",0,NA,NA,NA,NA,NA
"ENSG00000228186",0,NA,NA,NA,NA,NA
"ENSG00000228187",0,NA,NA,NA,NA,NA
"ENSG00000228189",0,NA,NA,NA,NA,NA
"ENSG00000228190",0,NA,NA,NA,NA,NA
"ENSG00000228191",0,NA,NA,NA,NA,NA
"ENSG00000228192",0,NA,NA,NA,NA,NA
"ENSG00000228193",0,NA,NA,NA,NA,NA
"ENSG00000228194",0,NA,NA,NA,NA,NA
"ENSG00000228195",0,NA,NA,NA,NA,NA
"ENSG00000228196",0,NA,NA,NA,NA,NA
"ENSG00000228197",0,NA,NA,NA,NA,NA
"ENSG00000228198",0,NA,NA,NA,NA,NA
"ENSG00000228199",0,NA,NA,NA,NA,NA
"ENSG00000228201",0,NA,NA,NA,NA,NA
"ENSG00000228202",0,NA,NA,NA,NA,NA
"ENSG00000228203",0,NA,NA,NA,NA,NA
"ENSG00000228204",0,NA,NA,NA,NA,NA
"ENSG00000228205",0,NA,NA,NA,NA,NA
"ENSG00000228206",0,NA,NA,NA,NA,NA
"ENSG00000228207",0,NA,NA,NA,NA,NA
"ENSG00000228208",0,NA,NA,NA,NA,NA
"ENSG00000228209",0,NA,NA,NA,NA,NA
"ENSG00000228210",0,NA,NA,NA,NA,NA
"ENSG00000228211",0,NA,NA,NA,NA,NA
"ENSG00000228212",0,NA,NA,NA,NA,NA
"ENSG00000228213",0,NA,NA,NA,NA,NA
"ENSG00000228214",0,NA,NA,NA,NA,NA
"ENSG00000228215",0,NA,NA,NA,NA,NA
"ENSG00000228216",0,NA,NA,NA,NA,NA
"ENSG00000228217",0,NA,NA,NA,NA,NA
"ENSG00000228218",0,NA,NA,NA,NA,NA
"ENSG00000228219",0,NA,NA,NA,NA,NA
"ENSG00000228220",0,NA,NA,NA,NA,NA
"ENSG00000228221",0,NA,NA,NA,NA,NA
"ENSG00000228222",0,NA,NA,NA,NA,NA
"ENSG00000228223",0,NA,NA,NA,NA,NA
"ENSG00000228224",0.141752608513101,-0.00432705571557939,3.08457506014951,-0.00140280448074739,0.998880724330083,NA
"ENSG00000228225",0,NA,NA,NA,NA,NA
"ENSG00000228226",0,NA,NA,NA,NA,NA
"ENSG00000228227",0,NA,NA,NA,NA,NA
"ENSG00000228229",0,NA,NA,NA,NA,NA
"ENSG00000228231",0,NA,NA,NA,NA,NA
"ENSG00000228232",0,NA,NA,NA,NA,NA
"ENSG00000228234",0,NA,NA,NA,NA,NA
"ENSG00000228235",0,NA,NA,NA,NA,NA
"ENSG00000228236",0,NA,NA,NA,NA,NA
"ENSG00000228237",0,NA,NA,NA,NA,NA
"ENSG00000228238",0,NA,NA,NA,NA,NA
"ENSG00000228239",0,NA,NA,NA,NA,NA
"ENSG00000228240",0,NA,NA,NA,NA,NA
"ENSG00000228241",0,NA,NA,NA,NA,NA
"ENSG00000228242",0,NA,NA,NA,NA,NA
"ENSG00000228243",0,NA,NA,NA,NA,NA
"ENSG00000228245",0,NA,NA,NA,NA,NA
"ENSG00000228247",0,NA,NA,NA,NA,NA
"ENSG00000228248",0,NA,NA,NA,NA,NA
"ENSG00000228250",0,NA,NA,NA,NA,NA
"ENSG00000228251",0,NA,NA,NA,NA,NA
"ENSG00000228252",0,NA,NA,NA,NA,NA
"ENSG00000228253",0.075845037577781,0.40786564447125,3.08457506014951,0.132227498607695,0.894804351338504,NA
"ENSG00000228254",0,NA,NA,NA,NA,NA
"ENSG00000228255",0,NA,NA,NA,NA,NA
"ENSG00000228257",0,NA,NA,NA,NA,NA
"ENSG00000228259",0,NA,NA,NA,NA,NA
"ENSG00000228260",0,NA,NA,NA,NA,NA
"ENSG00000228261",0,NA,NA,NA,NA,NA
"ENSG00000228262",0,NA,NA,NA,NA,NA
"ENSG00000228263",0,NA,NA,NA,NA,NA
"ENSG00000228264",0,NA,NA,NA,NA,NA
"ENSG00000228265",0,NA,NA,NA,NA,NA
"ENSG00000228267",0,NA,NA,NA,NA,NA
"ENSG00000228271",0,NA,NA,NA,NA,NA
"ENSG00000228272",0,NA,NA,NA,NA,NA
"ENSG00000228273",0,NA,NA,NA,NA,NA
"ENSG00000228274",0,NA,NA,NA,NA,NA
"ENSG00000228275",0,NA,NA,NA,NA,NA
"ENSG00000228277",0,NA,NA,NA,NA,NA
"ENSG00000228278",0,NA,NA,NA,NA,NA
"ENSG00000228280",0,NA,NA,NA,NA,NA
"ENSG00000228283",0,NA,NA,NA,NA,NA
"ENSG00000228284",0,NA,NA,NA,NA,NA
"ENSG00000228285",0,NA,NA,NA,NA,NA
"ENSG00000228286",0,NA,NA,NA,NA,NA
"ENSG00000228288",0,NA,NA,NA,NA,NA
"ENSG00000228289",0,NA,NA,NA,NA,NA
"ENSG00000228290",0,NA,NA,NA,NA,NA
"ENSG00000228291",0,NA,NA,NA,NA,NA
"ENSG00000228292",0,NA,NA,NA,NA,NA
"ENSG00000228293",0,NA,NA,NA,NA,NA
"ENSG00000228294",0,NA,NA,NA,NA,NA
"ENSG00000228295",0.492856891821566,2.48089703820417,2.47463200957886,1.00253170111801,0.316086863667589,NA
"ENSG00000228296",0,NA,NA,NA,NA,NA
"ENSG00000228299",0,NA,NA,NA,NA,NA
"ENSG00000228300",0,NA,NA,NA,NA,NA
"ENSG00000228301",0,NA,NA,NA,NA,NA
"ENSG00000228302",0,NA,NA,NA,NA,NA
"ENSG00000228303",0,NA,NA,NA,NA,NA
"ENSG00000228304",0,NA,NA,NA,NA,NA
"ENSG00000228305",0,NA,NA,NA,NA,NA
"ENSG00000228307",0,NA,NA,NA,NA,NA
"ENSG00000228308",0,NA,NA,NA,NA,NA
"ENSG00000228309",0,NA,NA,NA,NA,NA
"ENSG00000228312",0,NA,NA,NA,NA,NA
"ENSG00000228313",0,NA,NA,NA,NA,NA
"ENSG00000228314",0,NA,NA,NA,NA,NA
"ENSG00000228315",0,NA,NA,NA,NA,NA
"ENSG00000228316",0,NA,NA,NA,NA,NA
"ENSG00000228317",0,NA,NA,NA,NA,NA
"ENSG00000228318",0,NA,NA,NA,NA,NA
"ENSG00000228319",0,NA,NA,NA,NA,NA
"ENSG00000228321",0,NA,NA,NA,NA,NA
"ENSG00000228322",0,NA,NA,NA,NA,NA
"ENSG00000228323",0,NA,NA,NA,NA,NA
"ENSG00000228325",0,NA,NA,NA,NA,NA
"ENSG00000228326",0,NA,NA,NA,NA,NA
"ENSG00000228327",0,NA,NA,NA,NA,NA
"ENSG00000228328",0,NA,NA,NA,NA,NA
"ENSG00000228329",0,NA,NA,NA,NA,NA
"ENSG00000228330",0,NA,NA,NA,NA,NA
"ENSG00000228331",0,NA,NA,NA,NA,NA
"ENSG00000228333",0,NA,NA,NA,NA,NA
"ENSG00000228334",0,NA,NA,NA,NA,NA
"ENSG00000228335",0,NA,NA,NA,NA,NA
"ENSG00000228336",0,NA,NA,NA,NA,NA
"ENSG00000228337",0,NA,NA,NA,NA,NA
"ENSG00000228338",0,NA,NA,NA,NA,NA
"ENSG00000228339",0,NA,NA,NA,NA,NA
"ENSG00000228340",19.4077127198613,7.70106905009066,1.70478230290577,4.51733282130177,6.26234347881733e-06,0.000139010944976749
"ENSG00000228341",0,NA,NA,NA,NA,NA
"ENSG00000228343",0,NA,NA,NA,NA,NA
"ENSG00000228345",0,NA,NA,NA,NA,NA
"ENSG00000228347",0,NA,NA,NA,NA,NA
"ENSG00000228348",0,NA,NA,NA,NA,NA
"ENSG00000228349",0,NA,NA,NA,NA,NA
"ENSG00000228350",0,NA,NA,NA,NA,NA
"ENSG00000228351",0,NA,NA,NA,NA,NA
"ENSG00000228352",0,NA,NA,NA,NA,NA
"ENSG00000228353",0,NA,NA,NA,NA,NA
"ENSG00000228354",0,NA,NA,NA,NA,NA
"ENSG00000228355",0,NA,NA,NA,NA,NA
"ENSG00000228357",0,NA,NA,NA,NA,NA
"ENSG00000228358",0,NA,NA,NA,NA,NA
"ENSG00000228360",0,NA,NA,NA,NA,NA
"ENSG00000228361",0,NA,NA,NA,NA,NA
"ENSG00000228363",0,NA,NA,NA,NA,NA
"ENSG00000228364",0,NA,NA,NA,NA,NA
"ENSG00000228365",0,NA,NA,NA,NA,NA
"ENSG00000228366",0,NA,NA,NA,NA,NA
"ENSG00000228367",0,NA,NA,NA,NA,NA
"ENSG00000228368",0,NA,NA,NA,NA,NA
"ENSG00000228369",0,NA,NA,NA,NA,NA
"ENSG00000228370",0,NA,NA,NA,NA,NA
"ENSG00000228371",0,NA,NA,NA,NA,NA
"ENSG00000228372",0,NA,NA,NA,NA,NA
"ENSG00000228373",0,NA,NA,NA,NA,NA
"ENSG00000228374",0,NA,NA,NA,NA,NA
"ENSG00000228375",0,NA,NA,NA,NA,NA
"ENSG00000228376",0,NA,NA,NA,NA,NA
"ENSG00000228377",0,NA,NA,NA,NA,NA
"ENSG00000228379",0,NA,NA,NA,NA,NA
"ENSG00000228380",0,NA,NA,NA,NA,NA
"ENSG00000228382",0,NA,NA,NA,NA,NA
"ENSG00000228383",0,NA,NA,NA,NA,NA
"ENSG00000228384",0,NA,NA,NA,NA,NA
"ENSG00000228386",0,NA,NA,NA,NA,NA
"ENSG00000228389",0,NA,NA,NA,NA,NA
"ENSG00000228391",0,NA,NA,NA,NA,NA
"ENSG00000228392",0,NA,NA,NA,NA,NA
"ENSG00000228393",0,NA,NA,NA,NA,NA
"ENSG00000228395",0,NA,NA,NA,NA,NA
"ENSG00000228397",0,NA,NA,NA,NA,NA
"ENSG00000228398",0,NA,NA,NA,NA,NA
"ENSG00000228399",0,NA,NA,NA,NA,NA
"ENSG00000228400",0,NA,NA,NA,NA,NA
"ENSG00000228401",0,NA,NA,NA,NA,NA
"ENSG00000228403",0,NA,NA,NA,NA,NA
"ENSG00000228404",0,NA,NA,NA,NA,NA
"ENSG00000228405",0,NA,NA,NA,NA,NA
"ENSG00000228407",0,NA,NA,NA,NA,NA
"ENSG00000228408",0,NA,NA,NA,NA,NA
"ENSG00000228409",0,NA,NA,NA,NA,NA
"ENSG00000228410",0,NA,NA,NA,NA,NA
"ENSG00000228411",0,NA,NA,NA,NA,NA
"ENSG00000228412",0,NA,NA,NA,NA,NA
"ENSG00000228413",0,NA,NA,NA,NA,NA
"ENSG00000228414",0,NA,NA,NA,NA,NA
"ENSG00000228415",0,NA,NA,NA,NA,NA
"ENSG00000228417",0,NA,NA,NA,NA,NA
"ENSG00000228418",0,NA,NA,NA,NA,NA
"ENSG00000228420",0,NA,NA,NA,NA,NA
"ENSG00000228421",0,NA,NA,NA,NA,NA
"ENSG00000228422",0,NA,NA,NA,NA,NA
"ENSG00000228423",0,NA,NA,NA,NA,NA
"ENSG00000228425",0,NA,NA,NA,NA,NA
"ENSG00000228426",0,NA,NA,NA,NA,NA
"ENSG00000228427",0,NA,NA,NA,NA,NA
"ENSG00000228429",0,NA,NA,NA,NA,NA
"ENSG00000228430",0,NA,NA,NA,NA,NA
"ENSG00000228431",0,NA,NA,NA,NA,NA
"ENSG00000228432",0,NA,NA,NA,NA,NA
"ENSG00000228433",0,NA,NA,NA,NA,NA
"ENSG00000228434",0,NA,NA,NA,NA,NA
"ENSG00000228435",0,NA,NA,NA,NA,NA
"ENSG00000228436",0,NA,NA,NA,NA,NA
"ENSG00000228437",0,NA,NA,NA,NA,NA
"ENSG00000228438",0,NA,NA,NA,NA,NA
"ENSG00000228439",0,NA,NA,NA,NA,NA
"ENSG00000228440",0,NA,NA,NA,NA,NA
"ENSG00000228444",0,NA,NA,NA,NA,NA
"ENSG00000228445",0,NA,NA,NA,NA,NA
"ENSG00000228446",0,NA,NA,NA,NA,NA
"ENSG00000228448",0,NA,NA,NA,NA,NA
"ENSG00000228450",0,NA,NA,NA,NA,NA
"ENSG00000228451",0,NA,NA,NA,NA,NA
"ENSG00000228452",0,NA,NA,NA,NA,NA
"ENSG00000228453",0,NA,NA,NA,NA,NA
"ENSG00000228454",0,NA,NA,NA,NA,NA
"ENSG00000228458",0,NA,NA,NA,NA,NA
"ENSG00000228459",0,NA,NA,NA,NA,NA
"ENSG00000228460",0,NA,NA,NA,NA,NA
"ENSG00000228461",0,NA,NA,NA,NA,NA
"ENSG00000228462",0,NA,NA,NA,NA,NA
"ENSG00000228463",0,NA,NA,NA,NA,NA
"ENSG00000228464",0,NA,NA,NA,NA,NA
"ENSG00000228465",0,NA,NA,NA,NA,NA
"ENSG00000228466",0,NA,NA,NA,NA,NA
"ENSG00000228467",0,NA,NA,NA,NA,NA
"ENSG00000228469",0,NA,NA,NA,NA,NA
"ENSG00000228470",0,NA,NA,NA,NA,NA
"ENSG00000228471",0,NA,NA,NA,NA,NA
"ENSG00000228473",0,NA,NA,NA,NA,NA
"ENSG00000228474",0,NA,NA,NA,NA,NA
"ENSG00000228476",0,NA,NA,NA,NA,NA
"ENSG00000228477",0,NA,NA,NA,NA,NA
"ENSG00000228478",0,NA,NA,NA,NA,NA
"ENSG00000228480",0,NA,NA,NA,NA,NA
"ENSG00000228481",0,NA,NA,NA,NA,NA
"ENSG00000228482",0,NA,NA,NA,NA,NA
"ENSG00000228483",0,NA,NA,NA,NA,NA
"ENSG00000228484",0,NA,NA,NA,NA,NA
"ENSG00000228485",0,NA,NA,NA,NA,NA
"ENSG00000228486",0,NA,NA,NA,NA,NA
"ENSG00000228487",0,NA,NA,NA,NA,NA
"ENSG00000228488",0,NA,NA,NA,NA,NA
"ENSG00000228489",0,NA,NA,NA,NA,NA
"ENSG00000228490",0,NA,NA,NA,NA,NA
"ENSG00000228491",0,NA,NA,NA,NA,NA
"ENSG00000228492",0,NA,NA,NA,NA,NA
"ENSG00000228495",0,NA,NA,NA,NA,NA
"ENSG00000228496",0,NA,NA,NA,NA,NA
"ENSG00000228498",0,NA,NA,NA,NA,NA
"ENSG00000228499",0,NA,NA,NA,NA,NA
"ENSG00000228501",0,NA,NA,NA,NA,NA
"ENSG00000228502",1.20158351699052,0.198889286905767,1.48624707535904,0.13381980035703,0.893545069601505,0.942063353923759
"ENSG00000228503",0,NA,NA,NA,NA,NA
"ENSG00000228504",0,NA,NA,NA,NA,NA
"ENSG00000228505",0,NA,NA,NA,NA,NA
"ENSG00000228506",0,NA,NA,NA,NA,NA
"ENSG00000228507",0,NA,NA,NA,NA,NA
"ENSG00000228509",0,NA,NA,NA,NA,NA
"ENSG00000228510",0,NA,NA,NA,NA,NA
"ENSG00000228512",0,NA,NA,NA,NA,NA
"ENSG00000228513",0,NA,NA,NA,NA,NA
"ENSG00000228515",0,NA,NA,NA,NA,NA
"ENSG00000228517",0,NA,NA,NA,NA,NA
"ENSG00000228518",0,NA,NA,NA,NA,NA
"ENSG00000228519",0,NA,NA,NA,NA,NA
"ENSG00000228520",0,NA,NA,NA,NA,NA
"ENSG00000228521",0,NA,NA,NA,NA,NA
"ENSG00000228522",0,NA,NA,NA,NA,NA
"ENSG00000228523",0,NA,NA,NA,NA,NA
"ENSG00000228524",0,NA,NA,NA,NA,NA
"ENSG00000228525",0,NA,NA,NA,NA,NA
"ENSG00000228526",0,NA,NA,NA,NA,NA
"ENSG00000228527",0,NA,NA,NA,NA,NA
"ENSG00000228528",0,NA,NA,NA,NA,NA
"ENSG00000228530",0,NA,NA,NA,NA,NA
"ENSG00000228532",0.0639215704449662,0.40786564447125,3.08457506014951,0.132227498607695,0.894804351338504,NA
"ENSG00000228534",0,NA,NA,NA,NA,NA
"ENSG00000228536",0,NA,NA,NA,NA,NA
"ENSG00000228537",0,NA,NA,NA,NA,NA
"ENSG00000228538",0,NA,NA,NA,NA,NA
"ENSG00000228539",0,NA,NA,NA,NA,NA
"ENSG00000228540",0,NA,NA,NA,NA,NA
"ENSG00000228541",0,NA,NA,NA,NA,NA
"ENSG00000228543",0,NA,NA,NA,NA,NA
"ENSG00000228544",0,NA,NA,NA,NA,NA
"ENSG00000228546",0,NA,NA,NA,NA,NA
"ENSG00000228547",0,NA,NA,NA,NA,NA
"ENSG00000228548",0,NA,NA,NA,NA,NA
"ENSG00000228549",0,NA,NA,NA,NA,NA
"ENSG00000228550",0,NA,NA,NA,NA,NA
"ENSG00000228551",0,NA,NA,NA,NA,NA
"ENSG00000228553",0,NA,NA,NA,NA,NA
"ENSG00000228554",0,NA,NA,NA,NA,NA
"ENSG00000228557",0,NA,NA,NA,NA,NA
"ENSG00000228559",0,NA,NA,NA,NA,NA
"ENSG00000228560",0,NA,NA,NA,NA,NA
"ENSG00000228561",0,NA,NA,NA,NA,NA
"ENSG00000228563",0,NA,NA,NA,NA,NA
"ENSG00000228564",0,NA,NA,NA,NA,NA
"ENSG00000228566",0,NA,NA,NA,NA,NA
"ENSG00000228567",0,NA,NA,NA,NA,NA
"ENSG00000228568",0,NA,NA,NA,NA,NA
"ENSG00000228569",0,NA,NA,NA,NA,NA
"ENSG00000228570",0,NA,NA,NA,NA,NA
"ENSG00000228571",0,NA,NA,NA,NA,NA
"ENSG00000228572",0,NA,NA,NA,NA,NA
"ENSG00000228573",0,NA,NA,NA,NA,NA
"ENSG00000228575",0,NA,NA,NA,NA,NA
"ENSG00000228577",0.928149154735701,3.19157809160727,2.49385450337612,1.27977718318634,0.200623510612371,0.374962122775527
"ENSG00000228578",0,NA,NA,NA,NA,NA
"ENSG00000228579",0,NA,NA,NA,NA,NA
"ENSG00000228581",0,NA,NA,NA,NA,NA
"ENSG00000228582",0,NA,NA,NA,NA,NA
"ENSG00000228583",0,NA,NA,NA,NA,NA
"ENSG00000228585",0,NA,NA,NA,NA,NA
"ENSG00000228586",0,NA,NA,NA,NA,NA
"ENSG00000228587",0,NA,NA,NA,NA,NA
"ENSG00000228589",0,NA,NA,NA,NA,NA
"ENSG00000228590",0,NA,NA,NA,NA,NA
"ENSG00000228592",0,NA,NA,NA,NA,NA
"ENSG00000228593",0,NA,NA,NA,NA,NA
"ENSG00000228594",0,NA,NA,NA,NA,NA
"ENSG00000228595",0,NA,NA,NA,NA,NA
"ENSG00000228596",0,NA,NA,NA,NA,NA
"ENSG00000228597",0,NA,NA,NA,NA,NA
"ENSG00000228598",0,NA,NA,NA,NA,NA
"ENSG00000228599",0,NA,NA,NA,NA,NA
"ENSG00000228600",0,NA,NA,NA,NA,NA
"ENSG00000228601",0,NA,NA,NA,NA,NA
"ENSG00000228604",0,NA,NA,NA,NA,NA
"ENSG00000228605",0,NA,NA,NA,NA,NA
"ENSG00000228606",0,NA,NA,NA,NA,NA
"ENSG00000228607",0,NA,NA,NA,NA,NA
"ENSG00000228610",0,NA,NA,NA,NA,NA
"ENSG00000228611",0,NA,NA,NA,NA,NA
"ENSG00000228612",0,NA,NA,NA,NA,NA
"ENSG00000228613",0,NA,NA,NA,NA,NA
"ENSG00000228614",0,NA,NA,NA,NA,NA
"ENSG00000228615",0,NA,NA,NA,NA,NA
"ENSG00000228616",0,NA,NA,NA,NA,NA
"ENSG00000228617",0,NA,NA,NA,NA,NA
"ENSG00000228618",0,NA,NA,NA,NA,NA
"ENSG00000228620",0,NA,NA,NA,NA,NA
"ENSG00000228622",0,NA,NA,NA,NA,NA
"ENSG00000228623",0,NA,NA,NA,NA,NA
"ENSG00000228624",0,NA,NA,NA,NA,NA
"ENSG00000228625",0,NA,NA,NA,NA,NA
"ENSG00000228626",0,NA,NA,NA,NA,NA
"ENSG00000228627",0,NA,NA,NA,NA,NA
"ENSG00000228628",0,NA,NA,NA,NA,NA
"ENSG00000228629",0,NA,NA,NA,NA,NA
"ENSG00000228630",0,NA,NA,NA,NA,NA
"ENSG00000228634",0,NA,NA,NA,NA,NA
"ENSG00000228635",0,NA,NA,NA,NA,NA
"ENSG00000228636",0,NA,NA,NA,NA,NA
"ENSG00000228638",0,NA,NA,NA,NA,NA
"ENSG00000228639",0.203977485626357,1.32538823662699,2.79990346477683,0.473369261940833,0.635949755665081,NA
"ENSG00000228643",0,NA,NA,NA,NA,NA
"ENSG00000228645",0,NA,NA,NA,NA,NA
"ENSG00000228646",0,NA,NA,NA,NA,NA
"ENSG00000228648",0,NA,NA,NA,NA,NA
"ENSG00000228649",0.308650951207392,1.88255375504683,2.17564733490395,0.865284425855692,0.386882696763216,NA
"ENSG00000228650",0,NA,NA,NA,NA,NA
"ENSG00000228651",0,NA,NA,NA,NA,NA
"ENSG00000228652",0,NA,NA,NA,NA,NA
"ENSG00000228653",0,NA,NA,NA,NA,NA
"ENSG00000228655",0,NA,NA,NA,NA,NA
"ENSG00000228656",0,NA,NA,NA,NA,NA
"ENSG00000228657",0,NA,NA,NA,NA,NA
"ENSG00000228658",0,NA,NA,NA,NA,NA
"ENSG00000228659",0,NA,NA,NA,NA,NA
"ENSG00000228660",0,NA,NA,NA,NA,NA
"ENSG00000228661",0,NA,NA,NA,NA,NA
"ENSG00000228662",0,NA,NA,NA,NA,NA
"ENSG00000228663",0,NA,NA,NA,NA,NA
"ENSG00000228664",0,NA,NA,NA,NA,NA
"ENSG00000228665",0,NA,NA,NA,NA,NA
"ENSG00000228666",0,NA,NA,NA,NA,NA
"ENSG00000228667",0,NA,NA,NA,NA,NA
"ENSG00000228668",0,NA,NA,NA,NA,NA
"ENSG00000228669",0,NA,NA,NA,NA,NA
"ENSG00000228670",0,NA,NA,NA,NA,NA
"ENSG00000228672",0,NA,NA,NA,NA,NA
"ENSG00000228674",0,NA,NA,NA,NA,NA
"ENSG00000228675",0,NA,NA,NA,NA,NA
"ENSG00000228677",0,NA,NA,NA,NA,NA
"ENSG00000228679",0,NA,NA,NA,NA,NA
"ENSG00000228680",0,NA,NA,NA,NA,NA
"ENSG00000228681",0,NA,NA,NA,NA,NA
"ENSG00000228682",0,NA,NA,NA,NA,NA
"ENSG00000228683",0,NA,NA,NA,NA,NA
"ENSG00000228684",0,NA,NA,NA,NA,NA
"ENSG00000228685",0,NA,NA,NA,NA,NA
"ENSG00000228686",0,NA,NA,NA,NA,NA
